RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5716,80671839,Miller,736,Germany,Male,24,4,246936.28,1,1,1,18832.37,1
5717,53704736,Miller,553,Spain,Male,69,10,58447.54,2,1,0,85790.71,0
5718,89721203,Davis,723,Spain,Male,61,5,102310.22,2,0,1,99460.11,1
5719,94184179,Miller,459,Spain,Female,53,8,15017.59,4,0,0,145626.0,1
5720,13236319,Williams,566,Germany,Female,35,6,37365.6,1,1,1,136364.08,1
5721,10485998,Smith,479,Spain,Female,43,8,-8899.82,3,0,1,10769.68,0
5722,28361665,Jones,748,Germany,Male,68,0,194224.07,1,0,0,20953.72,1
5723,43898365,Davis,407,Germany,Female,31,6,65122.44,3,1,1,48423.12,0
5724,25221544,Davis,710,Spain,Male,36,8,24349.01,1,0,0,71830.86,1
5725,97735977,Miller,534,Spain,Male,23,9,-5786.13,4,1,1,96588.01,0
5726,73167230,Brown,753,Spain,Male,71,7,233133.34,1,0,1,136351.61,1
5727,69695523,Miller,800,Spain,Male,22,8,15496.07,4,0,1,146748.06,1
5728,33081332,Johnson,389,Spain,Female,40,6,89647.75,2,1,0,16366.47,1
5729,82976530,Johnson,803,Germany,Male,64,4,32755.19,3,0,1,96345.82,1
5730,61856989,Johnson,470,France,Female,53,10,189037.75,4,1,1,89720.04,1
5731,43377289,Williams,544,Spain,Female,66,0,103512.74,1,0,0,146487.75,1
5732,29886139,Smith,779,France,Female,30,10,104563.61,4,0,1,37020.6,0
5733,79728856,Jones,543,Germany,Male,22,6,145351.67,2,1,0,20752.54,1
5734,33937187,Jones,420,France,Male,43,4,144135.43,3,1,1,128473.05,1
5735,71678125,Johnson,558,France,Male,40,4,181903.63,1,1,1,125849.64,1
5736,48642372,Jones,426,Spain,Male,69,3,242354.27,1,0,1,103417.75,0
5737,56915589,Smith,528,Spain,Male,45,1,237602.59,3,1,1,51360.95,1
5738,36606171,Williams,632,Spain,Male,27,2,215357.57,3,1,1,149557.57,1
5739,37539384,Brown,760,Spain,Male,49,1,37596.11,4,1,0,60196.99,1
5740,54951784,Brown,846,Spain,Male,56,10,153662.72,2,0,0,144546.03,0
5741,10508022,Brown,751,France,Female,25,1,18439.35,1,1,0,14481.19,1
5742,79346588,Smith,769,Spain,Female,65,6,40177.55,3,1,1,145099.77,1
5743,22334676,Jones,489,France,Male,37,3,252295.89,4,1,1,133319.99,1
5744,87285387,Miller,698,France,Female,62,2,243272.7,2,1,1,91809.99,1
5745,27192258,Smith,548,Germany,Male,27,4,90329.6,1,1,1,25700.97,0
5746,31459494,Johnson,648,Spain,Male,42,10,254141.92,3,0,1,69390.34,1
5747,15324753,Jones,627,Spain,Male,57,6,214598.49,3,1,1,45378.78,1
5748,75874570,Jones,442,Germany,Male,21,1,124333.55,4,1,0,90640.7,1
5749,14091261,Miller,689,France,Male,25,10,45193.02,1,1,1,79531.38,0
5750,50978097,Jones,513,Spain,Male,40,0,52161.77,2,1,1,52039.94,1
5751,12759089,Davis,652,Spain,Female,43,7,94535.05,1,0,1,57936.87,1
5752,52367575,Jones,781,Germany,Male,24,5,107403.62,3,0,1,112002.42,1
5753,19964445,Johnson,542,Germany,Female,49,10,110784.86,1,1,0,12977.28,0
5754,66495049,Smith,368,Spain,Male,60,9,235214.7,3,1,0,56245.92,1
5755,47220700,Brown,557,Germany,Male,37,1,159293.17,4,0,0,11824.13,1
5756,14155446,Miller,599,Germany,Female,43,6,1912.87,3,1,1,104394.64,1
5757,30944393,Davis,432,Germany,Male,62,10,224176.89,3,0,0,99912.01,0
5758,56872991,Brown,586,France,Female,59,10,46252.94,2,1,1,99289.25,1
5759,27824050,Brown,762,Spain,Male,30,8,207394.33,2,0,1,70209.92,1
5760,95748486,Davis,844,Spain,Male,21,6,249186.45,3,1,1,100227.82,0
5761,91413289,Smith,647,Spain,Female,59,3,104447.49,3,0,0,84044.22,0
5762,59344808,Miller,371,France,Female,19,1,166457.86,1,0,1,61307.13,1
5763,37092859,Jones,527,Spain,Male,22,8,250162.17,2,1,0,147823.52,1
5764,36281187,Miller,513,France,Female,41,8,142092.38,2,0,1,76878.53,1
5765,71858026,Miller,743,France,Female,55,10,144403.24,4,1,0,127755.75,1
5766,32330446,Jones,622,Spain,Female,48,6,112009.83,2,1,1,74029.93,1
5767,71741705,Brown,508,Germany,Female,40,10,91250.6,3,0,1,113604.78,0
5768,32678028,Johnson,460,France,Male,27,9,198324.47,4,1,0,100777.41,1
5769,67149421,Johnson,462,Spain,Male,52,8,197752.63,1,1,0,11068.09,1
5770,89656417,Johnson,789,Germany,Male,37,2,80255.83,4,1,1,80246.03,0
5771,87852214,Williams,422,France,Male,20,3,56362.86,2,1,1,27672.78,0
5772,42591357,Jones,417,Spain,Male,22,10,212507.62,3,0,1,100910.61,1
5773,32335788,Johnson,680,France,Female,58,4,18482.66,4,0,0,54649.68,1
5774,76435841,Miller,843,France,Male,22,7,231952.62,3,1,1,122802.45,1
5775,42300355,Miller,538,Spain,Male,23,7,62904.64,3,1,0,149142.9,1
5776,86094842,Williams,649,France,Female,62,8,224128.55,1,1,0,33383.8,1
5777,53227547,Smith,555,Germany,Male,42,2,118843.92,2,0,1,13080.98,1
5778,26647992,Williams,569,Spain,Male,39,2,43713.41,2,1,0,16275.55,0
5779,12933021,Williams,383,France,Female,67,5,138856.69,2,0,0,116851.84,1
5780,86985075,Johnson,764,Germany,Female,64,1,216881.64,1,0,0,101569.26,1
5781,32465608,Johnson,632,Spain,Male,26,9,6292.51,1,0,1,113176.1,1
5782,58062910,Miller,764,Spain,Female,33,0,17169.62,1,1,0,141569.54,1
5783,82729327,Miller,760,France,Female,69,2,14493.67,1,1,0,29255.15,0
5784,65800984,Smith,823,France,Female,56,5,235558.61,4,0,0,81758.49,0
5785,41831164,Smith,414,Spain,Male,44,7,202926.32,1,1,0,47136.94,0
5786,62025698,Davis,849,France,Male,45,9,88975.29,4,0,0,91396.06,1
5787,42319800,Davis,705,Germany,Female,69,9,241304.85,3,0,1,129732.16,0
5788,81602496,Williams,388,France,Male,40,2,130103.37,2,1,0,147500.04,0
5789,75481827,Johnson,705,Germany,Male,30,6,172234.5,4,0,1,144005.76,0
5790,60423832,Davis,715,France,Female,62,0,53075.77,4,1,0,111769.1,0
5791,33424952,Smith,523,Germany,Female,19,5,20259.09,3,0,1,67047.02,1
5792,67221922,Brown,495,Spain,Female,34,3,122576.65,3,0,0,103021.52,0
5793,33485137,Jones,827,Germany,Female,59,8,85841.02,3,1,1,117852.16,0
5794,43131508,Jones,598,France,Male,21,2,219335.5,2,0,0,33715.54,1
5795,92183765,Jones,584,Germany,Female,34,10,110631.79,3,0,1,126687.67,0
5796,85995714,Brown,780,Germany,Male,22,3,161682.21,2,1,0,48182.59,1
5797,65272349,Miller,671,France,Male,22,6,201545.35,1,0,1,94336.22,1
5798,68869310,Davis,578,France,Female,68,3,201763.69,3,0,1,28724.01,1
5799,22011686,Davis,716,France,Male,40,4,67237.33,4,0,1,97058.41,1
5800,74482909,Davis,538,France,Female,39,2,243566.23,4,0,0,66667.54,1
5801,44936551,Brown,532,Germany,Female,44,10,68771.49,2,1,0,110264.34,0
5802,56848151,Smith,839,Spain,Female,29,5,240749.66,1,0,0,154174.03,0
5803,27641073,Davis,519,Spain,Male,19,10,199255.38,3,1,1,105319.62,1
5804,22932886,Williams,731,France,Female,69,5,84895.29,2,0,1,97022.71,1
5805,46617846,Jones,789,Germany,Male,41,9,19373.32,1,1,1,98984.32,0
5806,42408359,Brown,470,France,Male,66,8,37716.45,3,1,0,55695.96,1
5807,76739487,Miller,523,Spain,Female,42,6,69053.68,1,1,1,9631.27,0
5808,58985206,Miller,413,Germany,Female,59,4,214786.04,4,0,0,71491.75,0
5809,97271179,Johnson,535,France,Female,43,7,45570.6,2,0,1,129463.06,0
5810,34625062,Johnson,675,France,Male,27,3,204925.84,4,0,0,135454.8,0
5811,57986219,Smith,580,France,Female,67,3,35743.64,2,1,0,125939.61,1
5812,59326382,Davis,448,Germany,Female,24,5,71757.84,2,1,1,129458.37,1
5813,63759167,Williams,587,Spain,Female,61,7,47374.75,2,0,1,140490.81,1
5814,24081185,Jones,539,France,Male,56,0,37336.07,3,0,1,91455.03,0
5815,82473233,Johnson,778,France,Male,30,6,78772.46,4,1,0,50685.77,1
5816,38459748,Davis,718,Spain,Female,45,10,79095.57,3,1,0,20995.7,0
5817,48775631,Davis,755,France,Female,29,9,35319.71,3,1,1,121582.17,1
5818,60566799,Johnson,668,France,Male,37,9,60442.35,3,1,1,125442.81,1
5819,64500340,Davis,611,Germany,Male,23,1,172871.81,3,1,1,119393.34,1
5820,68294811,Brown,575,Spain,Male,20,9,18322.66,4,1,0,118698.89,1
5821,85972808,Smith,639,France,Male,44,5,235164.8,3,0,1,97188.93,1
5822,24860411,Davis,607,Germany,Male,40,7,123609.0,1,1,1,131794.17,0
5823,38073356,Williams,836,Germany,Female,66,0,80758.1,4,1,1,147151.76,0
5824,94585918,Jones,770,France,Female,24,8,12826.66,4,0,1,42516.31,1
5825,12563112,Johnson,415,Spain,Female,59,4,226711.93,1,1,1,46196.53,1
5826,97251258,Williams,714,France,Male,68,10,130678.67,3,0,1,93325.87,1
5827,46883939,Williams,390,Spain,Male,42,7,36846.59,4,0,1,37901.3,1
5828,71072876,Jones,775,Germany,Male,62,1,52559.5,1,0,0,90372.73,1
5829,45210097,Jones,409,Spain,Male,31,2,201035.57,1,1,0,123759.39,1
5830,96319163,Williams,390,France,Female,68,3,243442.18,2,1,1,86845.24,1
5831,79156806,Smith,372,Germany,Male,68,8,112190.33,3,0,1,101513.73,1
5832,57603707,Williams,372,France,Female,43,4,50251.15,2,1,1,58083.0,0
5833,24288078,Brown,383,Germany,Female,47,7,245695.59,2,1,1,106009.8,1
5834,94281607,Smith,662,Germany,Male,33,5,28422.24,4,1,1,8217.69,1
5835,67709576,Jones,631,Spain,Female,45,3,90337.2,1,0,1,95055.57,1
5836,52501411,Jones,608,France,Female,29,2,145729.55,1,0,1,67657.06,1
5837,11176574,Davis,389,France,Male,61,4,197960.43,2,0,1,109519.93,1
5838,20835173,Davis,544,Germany,Female,28,10,99500.93,1,1,1,71387.56,1
5839,60604354,Jones,589,Spain,Female,30,1,192891.92,2,1,0,99453.19,1
5840,40148099,Miller,618,Germany,Male,70,9,235173.54,4,0,1,63722.0,1
5841,67721068,Johnson,827,Germany,Female,32,5,219043.77,2,1,1,73081.15,0
5842,94036200,Johnson,673,Germany,Male,43,7,32817.56,2,1,0,138325.72,1
5843,12664802,Brown,812,Germany,Female,46,2,13577.17,1,1,1,146951.34,1
5844,80828925,Davis,721,France,Male,58,8,227353.14,2,1,0,57313.98,0
5845,13610563,Davis,446,Germany,Male,35,0,151107.6,4,0,0,125421.9,1
5846,65475598,Williams,614,Germany,Female,55,8,211919.47,3,1,1,45575.71,0
5847,49566920,Davis,523,Spain,Female,61,10,180820.38,3,1,1,138649.72,1
5848,16406152,Johnson,381,Spain,Male,70,0,188307.48,2,0,1,149401.68,1
5849,98165603,Davis,372,France,Male,39,10,248983.74,2,1,1,133301.72,0
5850,19400001,Miller,441,France,Female,42,9,240946.32,2,0,0,49105.17,1
5851,63820115,Miller,397,France,Female,22,4,191805.45,2,1,0,36017.11,0
5852,10545659,Jones,766,Germany,Female,31,1,182572.53,3,1,1,31978.28,1
5853,96755033,Smith,385,Germany,Male,35,2,175475.36,3,1,1,127538.56,1
5854,50010369,Davis,698,Spain,Female,23,4,34890.16,1,1,1,82057.08,1
5855,10391361,Williams,618,Spain,Male,54,0,195343.95,2,1,0,127227.91,1
5856,80340683,Williams,548,France,Female,43,7,20861.67,3,0,0,125984.85,1
5857,39101533,Jones,451,Spain,Male,29,7,48357.93,1,1,1,111215.15,1
5858,57804687,Davis,532,Spain,Female,49,7,61180.21,1,0,0,53757.19,1
5859,49376563,Brown,355,Spain,Female,44,7,87528.33,4,0,0,51699.99,0
5860,81213611,Miller,539,France,Female,27,7,238231.75,1,0,1,99107.31,0
5861,94727886,Jones,531,France,Female,44,6,127095.65,4,0,0,46329.47,0
5862,48327495,Davis,550,France,Male,42,1,76918.63,1,1,0,78784.21,1
5863,34121632,Brown,423,Spain,Male,62,10,203590.58,3,1,1,28748.24,1
5864,86308770,Miller,540,Germany,Female,66,10,90563.47,1,1,0,63620.1,0
5865,98759656,Davis,606,Germany,Male,28,0,161508.32,4,0,1,130371.59,0
5866,67577008,Johnson,704,Spain,Female,40,2,65511.46,1,1,1,55275.84,1
5867,30994678,Jones,364,Spain,Female,48,7,142321.62,2,0,0,92744.1,0
5868,35072742,Davis,735,Spain,Male,32,5,38517.31,3,1,1,143983.47,0
5869,92085042,Miller,382,Spain,Female,35,2,64009.61,2,1,0,73765.73,0
5870,67044804,Jones,383,Germany,Male,31,9,133185.74,1,1,1,65292.24,1
5871,78764138,Smith,649,Spain,Male,58,6,244945.18,3,0,1,111155.08,1
5872,90515471,Smith,531,France,Male,25,6,49428.59,3,0,0,97870.87,1
5873,47730847,Johnson,401,Spain,Female,37,3,241504.07,4,0,1,50044.03,0
5874,49484867,Smith,591,Germany,Male,21,7,87378.68,4,1,1,95189.41,0
5875,50487158,Brown,447,Spain,Male,39,10,113789.15,1,1,1,48137.9,0
5876,15327410,Miller,647,Germany,Female,30,1,252261.77,2,0,0,134825.44,0
5877,79305500,Brown,725,Germany,Female,64,6,62335.87,4,1,1,129539.74,0
5878,12488428,Smith,843,Germany,Female,59,10,12454.55,3,1,0,120868.97,1
5879,35641557,Johnson,532,Spain,Male,67,3,185070.55,4,0,1,95060.02,1
5880,44619996,Miller,670,Germany,Female,58,7,209603.62,1,1,1,56595.82,1
5881,49032342,Smith,673,Germany,Male,31,3,34111.91,1,0,0,12034.64,0
5882,49880816,Johnson,495,Germany,Female,40,6,31634.14,1,1,0,72596.13,1
5883,33909618,Jones,593,France,Female,43,6,102265.28,2,0,1,148816.21,0
5884,45968483,Jones,609,France,Female,22,0,456.31,3,0,1,129521.34,1
5885,95340812,Smith,820,France,Female,23,9,226534.93,1,0,1,107385.85,0
5886,62250210,Davis,717,Germany,Male,44,6,220732.05,1,0,0,147749.32,0
5887,64387378,Jones,826,France,Male,46,4,181894.98,2,1,0,35350.66,1
5888,22349999,Williams,631,Germany,Male,60,7,191241.35,4,0,0,83537.53,1
5889,17617218,Jones,437,France,Male,68,6,96983.5,1,1,1,98982.38,0
5890,14856009,Davis,759,Germany,Female,58,10,43932.54,3,0,0,46871.34,0
5891,72693382,Jones,399,Germany,Female,65,4,248957.0,4,1,0,51625.1,0
5892,70471650,Brown,822,France,Male,42,5,243439.49,2,1,1,54916.8,0
5893,73514135,Brown,434,France,Female,36,8,164532.65,4,1,1,22039.4,1
5894,61155425,Smith,746,Spain,Male,49,2,125996.56,1,0,0,108777.73,1
5895,85923695,Williams,517,Spain,Female,49,2,82825.33,4,0,0,135711.6,0
5896,88068758,Davis,420,France,Male,18,6,157192.14,3,0,1,60040.09,1
5897,67428545,Smith,693,Germany,Male,40,3,148550.78,2,1,1,93704.07,0
5898,60377047,Smith,708,Spain,Male,65,7,237993.06,1,0,0,35195.35,1
5899,26477660,Miller,414,Germany,Female,69,9,237430.17,3,0,0,107339.74,1
5900,98129376,Johnson,791,Germany,Male,22,8,19267.84,3,1,1,58991.14,0
5901,30351496,Miller,430,Germany,Male,48,8,95625.29,2,0,0,11617.88,1
5902,12772522,Jones,786,Spain,Male,20,10,8617.05,1,1,0,66048.2,0
5903,13777787,Davis,443,France,Female,21,10,181314.44,2,0,1,26670.58,1
5904,97295835,Smith,564,France,Female,66,6,51124.72,1,1,0,36816.62,1
5905,45355177,Miller,652,Spain,Female,43,8,224776.47,4,0,1,30570.78,0
5906,67243630,Miller,710,Germany,Male,36,4,78233.05,1,0,1,32482.39,1
5907,35753886,Davis,432,France,Female,38,10,102584.62,3,0,0,73358.55,0
5908,12738176,Jones,689,France,Female,40,7,224298.88,1,1,0,97059.29,0
5909,77286889,Williams,734,Germany,Male,44,6,17716.16,1,0,1,68711.28,1
5910,23527536,Brown,629,France,Female,52,7,85072.93,3,0,1,56179.78,0
5911,39068908,Brown,708,France,Male,42,4,112311.79,3,0,1,35361.75,0
5912,15327035,Jones,819,Germany,Male,36,6,64278.16,1,0,1,41098.65,1
5913,33849231,Jones,768,Spain,Male,45,2,64243.34,2,1,1,59361.19,1
5914,56888920,Brown,573,Germany,Female,30,7,173807.45,4,1,0,51319.04,1
5915,43810845,Davis,527,Germany,Female,29,6,25893.02,3,1,0,80752.36,0
5916,92149067,Jones,487,Spain,Male,68,7,238134.21,4,0,1,32000.97,1
5917,79678428,Smith,740,France,Male,65,6,198215.45,4,0,1,8091.24,0
5918,11680672,Brown,426,Germany,Female,67,9,65342.28,3,0,0,95677.68,0
5919,13831101,Smith,773,France,Male,28,6,89349.81,4,1,1,54073.56,1
5920,30096338,Smith,804,France,Male,44,7,147030.51,4,1,1,15837.64,1
5921,84103731,Brown,573,Spain,Male,48,9,186743.37,4,0,1,83346.49,1
5922,69260449,Jones,397,France,Male,62,10,41632.87,1,0,1,23662.47,1
5923,42771908,Williams,412,France,Male,45,7,209107.59,1,1,0,131712.95,0
5924,79407854,Williams,752,Germany,Female,38,10,200662.63,3,0,1,27541.48,1
5925,68760871,Miller,645,Spain,Male,69,7,187129.09,3,1,0,95284.55,1
5926,62466012,Davis,494,France,Male,52,2,141206.39,2,0,1,143480.7,1
5927,12435036,Davis,733,Germany,Female,62,1,61646.18,3,1,0,142999.18,1
5928,25836744,Smith,713,Spain,Male,51,10,19750.0,1,1,1,144855.37,0
5929,50356465,Davis,417,Germany,Male,63,9,235205.47,4,1,1,139155.4,1
5930,49672688,Davis,765,Germany,Female,68,2,213186.42,3,0,0,70807.21,0
5931,36970384,Miller,691,France,Female,43,4,37368.74,4,1,1,119615.24,1
5932,41300638,Brown,453,France,Male,24,8,30075.11,2,1,1,108395.5,1
5933,85366791,Davis,409,Spain,Female,66,0,237887.39,4,0,0,67065.89,1
5934,84352377,Williams,462,Germany,Female,42,9,16085.27,3,1,0,139995.17,0
5935,36647426,Brown,649,Spain,Male,59,6,30956.24,4,0,0,100880.99,1
5936,40816946,Jones,384,France,Female,43,9,63676.34,2,0,0,19952.88,1
5937,36026935,Miller,704,France,Female,58,1,1807.56,3,1,0,44916.59,0
5938,40899993,Davis,461,France,Female,30,5,247155.22,4,1,1,16982.15,1
5939,74192939,Smith,460,Germany,Male,64,8,221185.35,1,0,0,88182.04,0
5940,11174157,Brown,560,Germany,Male,70,8,215323.25,3,1,1,140508.29,1
5941,10395819,Brown,783,Germany,Female,70,10,236482.23,2,0,0,97363.87,1
5942,60560373,Johnson,401,Germany,Male,63,0,31423.8,3,0,0,122140.73,1
5943,44995663,Miller,541,Spain,Female,25,4,38196.12,3,1,0,81758.91,1
5944,71484337,Williams,427,Germany,Female,31,0,89829.3,4,0,0,52851.55,1
5945,25147127,Johnson,627,Germany,Male,42,7,179670.59,2,1,0,49909.47,1
5946,63435836,Smith,382,Germany,Male,28,2,64884.55,3,0,1,30330.62,1
5947,66781185,Johnson,410,Germany,Female,41,0,230425.54,2,1,0,12932.14,1
5948,18955335,Brown,469,Spain,Female,29,6,249104.75,3,0,1,144606.92,1
5949,10948467,Miller,709,Spain,Female,53,9,196195.85,2,1,0,51003.52,0
5950,49202443,Williams,439,France,Male,18,1,173533.35,4,1,0,43928.59,0
5951,87797760,Davis,621,France,Female,69,10,212069.41,3,1,0,30778.81,1
5952,53257152,Smith,518,Spain,Female,57,2,20600.87,4,1,0,128945.05,1
5953,55122529,Williams,543,Spain,Male,40,9,241321.92,1,0,0,62632.26,0
5954,48898877,Smith,425,Spain,Female,43,10,198050.64,2,0,0,57407.16,1
5955,92200369,Davis,543,Spain,Male,69,4,16867.41,2,0,1,35754.87,1
5956,66156934,Smith,453,France,Male,49,8,100312.83,4,0,1,60604.53,0
5957,72677573,Davis,367,France,Female,22,7,102295.41,2,0,1,59138.94,1
5958,92435292,Johnson,777,Germany,Female,42,5,24867.23,3,0,1,81330.03,1
5959,53054067,Smith,582,Germany,Male,19,2,146726.07,4,0,0,142974.93,1
5960,19974766,Brown,429,France,Female,47,8,60322.89,2,1,0,46970.14,0
5961,59265097,Davis,709,France,Female,43,9,242120.76,1,0,0,125140.0,0
5962,64150892,Jones,745,Germany,Male,61,4,197598.63,3,0,0,99854.88,0
5963,13371778,Smith,716,France,Female,24,10,202765.57,1,1,0,100740.16,1
5964,58292710,Jones,517,Spain,Male,28,2,251037.86,1,0,0,88220.99,1
5965,52269930,Miller,612,Spain,Female,41,8,24012.5,3,1,1,128954.62,0
5966,60598722,Miller,529,Spain,Female,45,6,194782.6,2,1,1,97621.03,1
5967,62869829,Davis,618,Germany,Male,31,10,40179.76,3,0,0,125421.23,1
5968,69537743,Smith,386,Germany,Female,24,7,212723.67,2,0,1,54546.85,1
5969,75836582,Smith,775,France,Male,39,4,65240.27,3,0,0,96256.42,1
5970,56636300,Brown,841,Spain,Male,41,0,243488.13,1,0,1,118448.01,0
5971,34621975,Jones,849,France,Male,52,9,24603.68,3,0,1,94180.06,0
5972,37630714,Davis,830,Germany,Male,44,2,205941.27,1,0,1,57248.81,1
5973,85281002,Davis,647,Spain,Female,20,0,233166.98,3,0,1,139204.77,0
5974,32479843,Davis,718,Spain,Male,43,9,86329.43,1,1,1,41713.2,1
5975,90326659,Smith,837,Spain,Female,20,5,184966.96,1,1,0,32534.38,1
5976,98631584,Williams,680,Germany,Male,24,2,16699.03,4,1,1,18661.14,1
5977,79943398,Johnson,649,France,Female,51,7,30706.77,3,1,1,139005.79,0
5978,97420859,Davis,445,Germany,Male,38,10,238012.73,4,0,0,148331.3,1
5979,12861492,Brown,388,France,Female,66,6,255827.29,4,1,1,127430.34,0
5980,40872884,Miller,427,Germany,Male,23,7,213332.17,1,0,1,108895.97,0
5981,34957827,Williams,435,France,Male,59,7,40181.77,3,1,1,102900.32,1
5982,14027076,Davis,632,Germany,Female,29,9,99787.2,2,1,1,37332.93,0
5983,33280086,Davis,404,Spain,Male,58,10,94238.45,3,0,0,32663.36,1
5984,23405555,Miller,774,Germany,Male,41,8,198102.46,2,0,0,129139.13,1
5985,25896059,Miller,372,Germany,Male,24,2,79750.48,3,0,1,128024.09,1
5986,61874658,Johnson,452,Germany,Female,48,7,196726.89,1,1,1,111946.27,0
5987,26491522,Smith,726,Spain,Female,50,0,135016.22,2,0,0,63647.63,1
5988,21551868,Johnson,745,France,Female,59,4,225300.61,4,1,1,11820.68,0
5989,44255001,Miller,591,France,Male,67,7,78698.46,3,0,1,98901.04,1
5990,37985920,Williams,414,Spain,Male,61,7,124439.22,1,1,1,59228.35,1
5991,85973463,Davis,698,Germany,Male,48,8,180821.78,2,0,0,106646.02,1
5992,16743348,Miller,836,Germany,Female,35,7,241176.35,3,1,1,56543.49,1
5993,73243287,Smith,772,France,Female,21,0,64940.3,1,0,1,13170.46,1
5994,26715568,Williams,813,Spain,Male,34,10,77956.06,3,0,0,58759.18,1
5995,30607128,Jones,438,Germany,Male,30,2,8011.66,4,1,1,50177.84,1
5996,74680526,Williams,562,France,Male,24,6,35562.73,4,0,1,88099.46,1
5997,24794920,Jones,399,Germany,Female,45,3,180596.58,3,1,0,53786.55,1
5998,51441823,Miller,454,Spain,Female,49,9,200510.22,3,1,1,147529.52,0
5999,10138721,Jones,674,Germany,Male,21,0,189675.3,2,1,1,42988.89,1
6000,59791686,Brown,831,France,Female,29,5,128743.91,4,0,1,61979.0,1
6001,64750904,Smith,543,France,Male,25,9,34898.79,3,1,0,32621.53,1
6002,88341783,Brown,416,Germany,Female,22,9,149571.37,2,0,0,61035.87,0
6003,23955758,Smith,465,Germany,Female,45,7,237237.58,2,0,0,100210.08,1
6004,62264856,Williams,691,Germany,Female,24,7,192744.53,1,1,0,136266.86,0
6005,70979251,Williams,794,Germany,Female,36,9,252147.15,1,0,1,99892.27,1
6006,21582001,Davis,529,France,Female,70,6,218626.68,1,1,0,35962.23,1
6007,65809107,Smith,512,France,Male,60,4,20811.47,4,0,0,136090.97,0
6008,52526982,Williams,523,Spain,Male,21,7,14818.73,2,0,0,140041.59,1
6009,14887648,Smith,636,Germany,Female,27,2,184048.97,1,0,1,19206.72,0
6010,45759734,Davis,677,Germany,Male,35,4,55783.5,1,1,1,100212.88,0
6011,95448452,Miller,758,France,Female,44,7,155717.04,2,1,1,16237.36,0
6012,45711950,Johnson,716,Germany,Female,42,0,107672.07,1,0,1,127714.75,1
6013,81903556,Williams,800,France,Female,20,5,18663.58,4,0,0,131517.83,0
6014,68989850,Smith,768,Spain,Female,44,4,67897.36,2,0,0,125021.22,1
6015,43239556,Brown,838,Germany,Male,28,7,233617.35,4,1,1,146522.8,1
6016,94363721,Williams,772,Germany,Female,32,10,25054.17,3,1,1,46073.11,0
6017,23725611,Brown,584,Spain,Female,29,7,38591.96,2,1,0,149266.0,0
6018,23431757,Smith,773,Spain,Male,24,10,225588.78,1,1,0,34195.85,1
6019,62718539,Jones,477,France,Male,59,9,17863.74,1,0,1,36262.47,1
6020,16785573,Miller,656,Germany,Female,29,7,236868.85,2,0,1,151503.66,1
6021,26703087,Jones,534,Spain,Female,39,7,50228.0,2,0,0,69434.02,1
6022,75297630,Williams,572,France,Male,59,1,131036.2,3,0,0,140899.78,0
6023,41580994,Williams,366,Spain,Male,67,9,220084.12,2,1,0,115275.22,1
6024,47110958,Brown,727,Germany,Female,43,5,65366.24,2,0,0,90365.09,0
6025,43938896,Davis,588,Spain,Male,22,10,8303.57,4,0,0,82788.57,0
6026,74192280,Miller,626,France,Female,28,2,18589.96,1,0,0,144373.62,1
6027,16857885,Johnson,412,Spain,Female,33,10,235069.89,1,0,0,133364.08,0
6028,32230537,Miller,852,Spain,Female,41,1,8854.45,2,0,0,97933.97,1
6029,51755923,Williams,621,Germany,Male,69,7,100781.49,1,1,1,145187.07,0
6030,11118797,Williams,406,Spain,Male,49,5,168219.38,1,0,1,16348.01,1
6031,62676962,Johnson,724,Germany,Female,48,2,129814.52,4,0,1,88096.92,1
6032,20392506,Miller,439,Germany,Male,58,0,246463.9,3,1,0,127915.41,1
6033,85320041,Davis,760,Spain,Male,23,9,214833.78,4,1,0,137359.27,1
6034,62487846,Davis,593,France,Male,53,2,68394.35,3,0,1,62685.29,1
6035,21064281,Jones,634,Germany,Female,50,10,33990.78,2,0,1,110938.44,1
6036,62754332,Williams,705,France,Female,34,1,28702.06,3,1,1,71092.33,1
6037,42980375,Johnson,823,Spain,Female,45,7,81258.88,2,0,1,49898.85,1
6038,96076187,Miller,652,France,Female,41,6,94523.06,3,1,1,101588.22,1
6039,28123628,Johnson,517,France,Female,59,7,155287.24,1,1,1,59873.93,1
6040,40988248,Williams,617,France,Female,44,7,92598.67,3,1,0,32185.51,0
6041,58757151,Smith,785,Germany,Female,30,9,97415.98,2,1,0,54349.81,1
6042,36971867,Miller,413,France,Male,55,3,199307.81,1,0,0,148284.73,1
6043,20720446,Williams,528,France,Male,52,9,34602.83,3,1,1,65498.97,1
6044,30945493,Davis,712,France,Male,36,7,242542.69,1,1,0,127688.42,1
6045,86687911,Jones,780,Spain,Male,52,5,191884.37,4,0,0,132981.1,1
6046,15948610,Johnson,536,Spain,Female,29,9,160666.93,3,1,0,14508.83,0
6047,20489776,Davis,584,France,Male,46,4,229199.26,2,1,0,44479.34,1
6048,59412756,Miller,544,France,Female,69,1,38956.14,1,1,1,21575.66,0
6049,17060914,Miller,776,Spain,Male,43,9,236715.64,1,0,1,111978.0,0
6050,87191984,Davis,577,Spain,Female,33,9,33745.43,2,1,1,101663.74,1
